Source,Target
Mrs. Dursley,Dudley
Mrs. Dursley,Mr. Dursley
Mrs. Dursley,a sister
the other two,Malfoy
the other two,Harry
sir,I
Norbert,Hagrid
Firenze,the Potter boy
Firenze,Harry
Firenze,Harry
Firenze,Harry
the three of them,Hagrid
Madam Hooch,their
Madam Hooch,Malfoy
Madam Hooch,us
Professor Flitwick,Dumbledore
Professor Flitwick,they
the students,Filch
Gryffindor,the team
Gryffindor,Harry
they,Fang
they,Hagrid
they,Norbert
Mr. Ollivander,Harry
you,I
you,I
his parents,Dudley
his parents,a friend
his parents,Slytherin
they,Hufflepuffs
they,Percy
no one,Voldemort
no one,Hermione
no one,they
Madam Pomfrey,Professor McGonagall
Madam Pomfrey,Harry
someone,You
someone,Ron
someone,Harry
Seamus,Harry
Voldemort,We
you,Neville
you,anyone else
Charlie ’s friends,Harry
Charlie ’s friends,Hermione
Charlie ’s friends,Norbert
the twins,Percy
Mrs. Norris,Ron
you,Neville
they,Madam Pince
they,Flamel
Hedwig,Harry
the Weasley twins,Harry
the Weasley twins,Quirrell
The rest of the team,Harry
The rest of the team,Harry
Lee Jordan,Professor McGonagall
you two,dear
you two,Dumbledore
Mom,that black haired boy who was near us in the station
Mom,that black haired boy who was near us in the station
Mom,Ginny
His aunt,Harry
his father,Dudley
my master,I
Professor,Professor McGonagall
you,the Poltergeist
nobody,the three of them
They,Hagrid
uncle,Harry
my dratted sister,they
their mother,Percy
their,Hagrid
they,Harry
Dedalus Diggle,I
this wizard,’em
Scabbers,we
Great Uncle Algie,Neville
us,Neville
The white queen,their other knight
The white queen,their other knight
The white queen,Ron
The white queen,Ron
Madam Malkin,Harry
we,I
them,Hermione
them,I
Dudley ’s gang,Harry
Dudley ’s gang,Harry
Mom,a second cousin
their,the crowd
chessmen,Harry
Yer parents,Hagrid
you,you
I,Quirrell
you,Norbert
you,an owl
The Potters,a small son
Terry,Ravenclaws
ter,yeh
your brothers,I
They,Professor McGonagall
they,Harry
You,I
Mommy,the dragon
The zoo director,Mrs. Dursley
Doris Crockford,Harry
his grandmother,Neville
they,Hagrid
she,us
some friends of mine who are coming to visit me next week,Ron
We,Ronan
Ravenclaw,us
My dear Professor,Dumbledore
Bungler,Voldemort
We,You
We,George
We,you
Anyone interested in playing for their house teams,Madam Hooch
It,Harry
us,Hagrid
they,Harry
they,people
