Source,Target
Lord Voldemort,Ginny
someone,they
someone,Harry
Mr. Borgin,Mr. Malfoy
Crabbe,Mr. Malfoy
Dad,Harry
Dad,Ron
the class,Fang
Dumbledore,Lord Voldemort
we,Myrtle
anyone,Harry
anyone,Malfoy
The rest of the school,Hermione
Lord Voldemort,Myrtle
Seamus,they
Flint,Alicia Spinnet
Flint,Angelina
the Mandrakes,Harry
the Mandrakes,Colin
the Mandrakes,Mrs. Norris
Both of them,the car
Muggles,Hagrid
Dean,they
All three of them,Ginny
Lord Voldemort,Ginny
the twins,Fred
the twins,George
the twins,Percy
the twins,Percy
the twins,Percy
Mum,Percy
Mum,the wizard
the Bludger,Harry
the Bludger,Harry
the Bludger,Harry
the wizard,Harry
The pixies,the class
the teachers,the Slytherins
Professor Flitwick,Justin
the dwarf,Harry
the dwarf,Harry
the dwarf,Harry
THE BOY,Quidditch
the Heir of Slytherin,the Slytherins
they,Percy
Millicent Bulstrode,Hermione
his wife,reporters
his parents,Harry
Madam Hooch,Wood
Madam Hooch,Flint
the governors,Mr. Malfoy
We,each other
We,Hermione
your father,girl
Alicia Spinnet,Wood
Aragog,anyone
the pair of them,Ron
the pair of them,Ron
them,Ginny
the other eleven governors,Dumbledore
Hogwarts,Harry
his friends,Harry
a little man,Myrtle
we,the culprit
we,the teachers
we,the teachers
we,Lockhart
a man,Harry
Willow,Harry
them,Neville
"a voice of breathtaking , ice - cold venom",Harry
he,Nearly Headless Nick
The Sorting Hat,me
The Sorting Hat,Harry
the monster,A student
them,Dudley
our,huntsmen whose heads
they,Harry
They,Lockhart
They,Lockhart
We,Harry
Malfoy ’s family,Harry
They,the Grangers
I,Harry
I,Harry
No student,Professor Binns
We,Hermione
They,Hermione
teachers,Most of their fellow students
We,her massive son
any friends at Hogwarts,Harry
They,Harry
a werewolf,Justin
she,Harry
she,Harry
she,Ron
a girl at the Ravenclaw table,the Heir of Slytherin
The Heads of Houses,their students
