Source,Target
Ron,I
Ginny,Harry
they,everybody
Alicia,Harry
We,Pettigrew
no one,Scabbers
Hermione,Professor McGonagall
Sir Cadogan,them
Seamus Finnigan,Lupin
the students,Malfoy
Lupin,James
Professor Flitwick,they
Muggles,you
Muggles,Harry
Muggles,I
the Dursleys,Uncle Vernon
Ern,Black
This cat,Pettigrew
This cat,Black
your parents,Black
Crookshanks,the witch
the dementor,Harry
the witch,Harry
Lee,the crowd
my three friends,I
my three friends,I
my three friends,Lupin
Dad,Ron
nobody,Harry
nobody,They
the boggart,Harry
Lily,a number of useful spies
we,Harry
his parents,Harry
Dumbledore,Professor Trelawney
Cho,Harry
Cho,the Snitch
Cho,Harry
Cho,the Snitch
The Ministry of Magic cars,Hedwig
The Ministry of Magic cars,Crookshanks
the three of them,Honeydukes
Ravenclaw,Gryffindor
a werewolf,Harry
Ripper,Harry
Arthur,Harry
Mum,Ron
Mum,the Weasleys
the rest of the class,them
They,Hermione
them,Scabbers
they,no one
they,someone
Penelope,the Firebolt
Penelope,Harry
they,the knight
We,Gryffindor
We,Harry
we,the boggart
Bole,Alicia
Bole,a Bludger
They,Mr. Weasley
They,Mr. Weasley
We,Hufflepuff
Pettigrew,George
Pettigrew,Snape
the Weasleys,The Ministry of Magic cars
your grandmother,Harry
they,Harry
they,Hermione
they,Ginny
them,Sir Cadogan
they,Madam Hooch
you,Professor Trelawney
Hufflepuff,Gryffindor
The whole team,Harry
Lupin,George
we,Hagrid
the Azkaban guards stationing themselves around the entrances to the school grounds,Harry
"a woman with floor - length black hair and a skeletal , green - tinged face",Seamus Finnigan
the Willow,Hermione
they,the executioner
They,Hagrid
the Knight Bus,Harry
Florean Fortescue,Harry
They,Hagrid
they,Red Caps
we,each other
We,a teacher
we,Snape
They,Harry
A fourth stretcher,them
Bill,We
the Ministry of Magic,people
they,Professor McGonagall
We,Hagrid
Hannah Abbott,anyone else
One of them,James
We,Harry
Captain Flint,each other
we,Ron
we,the dead we have loved
They,Harry
The guards,Fudge
we,George
most wizards,the Snitch
Malfoy ’s dad,the Committee
They,Neville
My friends,Black
We,Pettigrew
A street full of eyewitnesses,Pettigrew
